userid,country_code,orders,revenue,tenure,unique_product,client_status
317202,JP,1,30,89,1,Inactive
317216,US,1,72,1,1,Inactive
317237,AU,1,132,0,1,Inactive
317244,GB,1,72,8,1,Inactive
317265,GB,1,120,1,1,Inactive
317272,NL,1,36,2,1,Inactive
317279,US,1,72,60,1,Inactive
317307,GB,1,96,0,1,Inactive
317335,ID,1,132,154,1,Inactive
317461,IL,1,72,49,1,Inactive
317496,NL,2,411.6,61,2,Inactive
317503,ES,2,193.8,93,2,Inactive
317517,BG,1,120,34,1,Inactive
317587,US,1,72,15,1,Inactive
317685,NL,3,318,77,3,Active
317706,CL,1,72,31,1,Inactive
317748,GB,1,120,1,1,Inactive
317811,PS,1,84,2,1,Inactive
317832,BR,2,66,5,2,Inactive
317853,CA,1,124.8,13,1,Inactive
317867,AF,1,30,2,1,Inactive
317881,DE,1,72,0,1,Inactive
317909,US,1,72,0,1,Inactive
317923,RO,1,30,46,1,Inactive
317944,BR,1,84,87,1,Inactive
317951,US,1,72,0,1,Inactive
317958,US,1,72,52,1,Inactive
317965,MX,1,96,24,1,Inactive
31798,AU,1,144,897,1,Inactive
318119,VE,1,72,9,1,Inactive
31812,CN,1,34.2,844,1,Active
318133,US,1,72,95,1,Inactive
318161,US,1,72,17,1,Inactive
318203,US,1,72,1,1,Inactive
318210,CN,1,192,0,1,Inactive
318287,US,1,72,182,1,Active
318301,SI,1,5412,24,1,Inactive
318322,US,1,552,22,1,Inactive
318357,PE,1,72,32,1,Inactive
318378,AU,1,72,26,1,Inactive
318399,GB,2,192,4,2,Inactive
31840,US,1,396,950,1,Active
318420,AR,1,72,3,1,Inactive
318427,BR,1,84,56,1,Inactive
318490,TH,1,132,0,1,Inactive
318518,MA,1,556.8,120,1,Inactive
318595,IT,1,72,11,1,Inactive
318637,US,1,30,3,1,Inactive
318644,VN,2,204,190,2,Inactive
318686,GB,2,192,84,2,Inactive
318693,VN,1,384,24,1,Active
318700,VN,1,68.4,85,1,Inactive
318728,GB,1,72,56,1,Inactive
318735,MA,1,68.4,174,1,Inactive
318763,GB,1,72,2,1,Inactive
318770,GB,1,132,149,1,Inactive
318791,US,1,72,73,1,Inactive
318798,VN,1,403.2,134,1,Active
318805,AU,1,57,119,1,Inactive
318833,BD,3,312,192,3,Inactive
318854,IL,1,72,1,1,Inactive
318875,AT,1,504,16,1,Inactive
318889,GB,1,172.8,89,1,Inactive
318896,BR,1,84,31,1,Inactive
318903,BR,2,354,239,2,Active
318931,US,1,96,27,1,Inactive
318938,JP,1,102,51,1,Active
318945,DE,1,84,58,1,Inactive
318966,BR,1,117.6,74,1,Inactive
318980,KR,1,102,1,1,Inactive
319001,MY,1,198,1,1,Inactive
319015,US,3,559.6,379,3,Inactive
319022,ES,1,1440,51,1,Inactive
319029,ES,1,72,0,1,Inactive
319036,JP,2,132,190,2,Active
319050,MK,1,974.4,29,1,Inactive
319078,US,1,216,30,1,Inactive
319092,US,1,76.5,182,1,Active
319106,PH,1,3892.8,164,1,Inactive
319120,JP,1,132,15,1,Active
319183,HK,1,72,154,1,Inactive
319197,US,1,100.8,35,1,Inactive
319260,LK,1,72,25,1,Inactive
319274,DE,1,84,0,1,Inactive
319281,MA,1,132,2,1,Inactive
319372,JP,2,605.76,226,2,Inactive
319386,JP,1,555.36,113,1,Inactive
319393,JP,1,654.24,122,1,Inactive
319400,BE,1,132,0,1,Inactive
319407,US,1,552,114,1,Inactive
319442,US,2,204,6,2,Inactive
319519,CA,1,270,16,1,Inactive
319533,DE,1,84,0,1,Inactive
319554,KR,3,1308.6,127,3,Active
319561,JP,1,588.84,113,1,Inactive
319568,JP,1,523.44,113,1,Inactive
319575,US,1,72,1,1,Inactive
319610,CA,1,78,27,1,Inactive
319680,IT,1,72,31,1,Inactive
319694,US,1,78,0,1,Inactive
319715,DE,2,66,318,2,Inactive
319729,US,2,984,91,2,Inactive
319736,JP,1,204,58,1,Inactive
319806,AL,1,84,0,1,Inactive
319841,GB,1,1140,124,1,Inactive
319876,HU,1,132,0,1,Inactive
319883,US,1,120,118,1,Inactive
319918,US,1,288,181,1,Inactive
319932,GB,1,120,31,1,Inactive
319974,JP,2,710.64,222,2,Inactive
319988,VN,1,72,2,1,Inactive
320023,ID,1,78,1,1,Inactive
320044,ES,1,84,1,1,Inactive
320065,US,1,68.4,109,1,Inactive
320086,CA,1,78,2,1,Inactive
320100,US,1,81.6,1,1,Inactive
320128,US,1,132,0,1,Inactive
320163,MY,1,72,0,1,Inactive
320177,US,4,366,66,3,Inactive
320198,MY,1,102,2,1,Inactive
320226,US,1,72,76,1,Inactive
320233,US,1,96,29,1,Inactive
320275,AF,1,30,127,1,Inactive
320282,VN,1,192,0,1,Inactive
3203,US,2,150,2304,2,Inactive
320310,US,1,72,1,1,Inactive
320324,GB,1,120,0,1,Inactive
320345,MA,1,72,0,1,Inactive
320394,CA,2,150,32,2,Inactive
320422,CA,1,72,9,1,Inactive
320429,US,1,72,28,1,Inactive
320478,NL,1,96,29,1,Inactive
320485,VN,7,830.64,765,6,Active
320492,IT,1,30,144,1,Active
320520,BD,1,86.4,27,1,Inactive
320611,US,1,273.6,58,1,Inactive
320660,AU,1,198,0,1,Inactive
320709,BR,1,84,50,1,Inactive
320730,US,1,96,0,1,Inactive
320779,GR,1,72,2,1,Inactive
320807,US,1,30,102,1,Inactive
320828,US,1,72,74,1,Inactive
320863,UA,2,0,51,2,Inactive
320870,IL,1,132,2,1,Inactive
320905,MA,1,72,26,1,Inactive
320912,US,1,144,133,1,Active
320926,US,1,72,62,1,Inactive
320933,BR,1,156,13,1,Inactive
320940,ID,1,72,111,1,Inactive
320961,US,1,654.24,71,1,Inactive
320996,US,1,348,84,1,Inactive
321031,SG,1,72,26,1,Inactive
321066,PL,1,132,0,1,Inactive
321122,BR,1,156,0,1,Inactive
321171,MA,2,174,60,2,Inactive
321234,US,1,72,13,1,Inactive
321332,CA,1,78,25,1,Inactive
321360,AU,1,72,19,1,Inactive
321395,IL,1,662.4,60,1,Inactive
321402,CN,2,102,0,2,Inactive
321416,DE,1,84,1,1,Inactive
321451,FR,1,156,1,1,Inactive
321458,US,1,72,0,1,Inactive
32148,SE,1,30,855,1,Inactive
321486,EG,2,153.84,29,2,Inactive
321507,US,1,72,3,1,Inactive
321528,AZ,1,198,0,1,Inactive
321549,GB,1,600,30,1,Inactive
321556,US,1,30,127,1,Inactive
321577,BR,1,72,149,1,Active
321591,EG,1,132,3,1,Inactive
321598,US,1,96,4,1,Inactive
321633,GB,1,216,36,1,Inactive
321668,US,1,72,26,1,Inactive
321675,US,1,72,60,1,Inactive
321689,US,1,72,4,1,Inactive
321724,IN,1,72,2,1,Inactive
321731,DE,2,317.28,161,2,Inactive
321745,SE,1,84,29,1,Inactive
321766,GB,1,72,113,1,Inactive
321780,US,1,144,20,1,Inactive
321808,AU,2,270,0,2,Inactive
321836,US,1,72,177,1,Active
321843,AU,1,30,4,1,Inactive
321899,US,1,96,2,1,Inactive
321906,GB,1,72,52,1,Inactive
321934,US,1,144,29,1,Inactive
321969,BR,1,84,2,1,Inactive
321976,BR,1,79.8,156,1,Inactive
321997,US,1,174,111,1,Inactive
322074,GB,1,72,182,1,Active
322081,US,1,136.8,139,1,Inactive
322102,BR,1,84,80,1,Inactive
322123,AU,1,132,45,1,Inactive
322137,MT,1,84,2,1,Inactive
322158,MA,1,96,1,1,Inactive
322172,AF,1,156,0,1,Inactive
322200,GB,1,72,1,1,Inactive
322228,ES,1,132,0,1,Active
322235,IT,1,72,102,1,Inactive
322242,US,1,72,41,1,Active
322249,AT,1,132,2,1,Inactive
322263,JP,1,90,137,1,Inactive
322270,BR,1,72,0,1,Inactive
322284,US,1,348,24,1,Inactive
322291,US,1,72,2,1,Inactive
322312,US,1,72,26,1,Inactive
322347,US,1,72,0,1,Active
322382,CA,1,78,2,1,Active
322410,DE,1,36,0,1,Inactive
322452,FR,2,891.6,236,1,Inactive
322459,HK,1,144,38,1,Inactive
322494,US,1,72,1,1,Inactive
322508,US,1,96,24,1,Inactive
322515,IE,1,84,2,1,Inactive
322536,BR,1,36,100,1,Active
322557,US,1,132,1,1,Inactive
322585,IN,1,72,0,1,Active
322592,ES,2,792,48,2,Inactive
322620,BR,1,84,51,1,Inactive
322641,MA,1,120,22,1,Inactive
322662,BR,1,99.96,25,1,Active
322690,US,1,132,2,1,Inactive
322746,US,1,60,28,1,Active
322774,HU,1,36,1,1,Inactive
322809,IN,1,216,30,1,Inactive
322837,DE,1,84,6,1,Inactive
322844,ZA,1,72,26,1,Inactive
322872,US,1,72,0,1,Inactive
322900,US,1,72,13,1,Inactive
322907,US,3,690,108,3,Inactive
322914,US,2,102,2,2,Inactive
322928,BR,1,84,76,1,Inactive
322935,IN,1,72,28,1,Inactive
322970,BR,1,84,116,1,Inactive
322977,GB,1,120,0,1,Inactive
323005,UA,1,156,2,1,Inactive
323061,AU,1,198,0,1,Inactive
323145,US,2,204,4,2,Inactive
323180,AU,1,198,20,1,Inactive
323194,VE,1,132,0,1,Inactive
323236,US,1,96,120,1,Inactive
323257,AF,1,86.4,2,1,Inactive
323271,GB,1,120,32,1,Inactive
323299,CA,1,72,0,1,Inactive
323313,US,1,180,56,1,Inactive
323327,MA,1,72,0,1,Inactive
323369,JP,1,72,114,1,Inactive
323376,AO,1,72,142,1,Inactive
323418,ES,2,324,160,2,Inactive
323502,ID,1,132,0,1,Inactive
323516,US,1,132,1,1,Inactive
323530,KH,1,72,0,1,Active
323558,GB,1,120,13,1,Inactive
323677,CA,1,78,0,1,Inactive
323698,AR,1,72,2,1,Inactive
323733,JP,1,72,154,1,Active
323838,US,1,72,29,1,Inactive
323845,US,1,132,62,1,Inactive
323859,ES,2,156,11,2,Inactive
323866,US,1,84,2,1,Inactive
323894,KE,1,72,3,1,Inactive
323901,KE,1,96,0,1,Inactive
323915,JP,1,72,161,1,Active
323936,ES,2,1584,92,2,Inactive
324006,US,1,171,151,1,Inactive
324069,DK,3,517.2,47,3,Active
324111,US,1,132,0,1,Inactive
324118,PL,1,72,53,1,Inactive
324181,IE,1,144,27,1,Inactive
324202,CA,1,78,0,1,Inactive
324244,IN,1,72,3,1,Inactive
324258,BR,1,84,2,1,Inactive
324335,ES,5,516,16,5,Inactive
324356,US,1,132,0,1,Inactive
324363,CA,2,250.8,120,2,Inactive
324370,NL,2,192,160,2,Active
324398,CA,4,600,385,4,Inactive
324475,PT,2,218.4,29,2,Inactive
324531,CA,1,30,0,1,Inactive
324545,US,1,72,127,1,Inactive
324559,PH,3,1886.4,296,3,Inactive
324566,GB,1,72,1,1,Inactive
324587,DE,3,564,23,3,Inactive
324664,IT,1,72,9,1,Inactive
324678,CH,1,136.8,64,1,Active
324685,US,1,72,3,1,Inactive
324699,US,1,798,16,1,Inactive
324713,BR,1,84,7,1,Inactive
324734,CA,2,228,108,2,Inactive
324748,US,1,72,3,1,Inactive
324755,US,1,72,24,1,Inactive
324790,ES,1,156,1,1,Active
324839,US,1,30,3,1,Inactive
324860,US,1,96,83,1,Inactive
324888,US,2,1194,296,2,Inactive
324902,TH,1,1944,29,1,Inactive
325000,DE,1,156,0,1,Inactive
325042,US,1,91.2,2,1,Inactive
325077,VN,1,696,34,1,Inactive
325084,GT,1,72,1,1,Inactive
325119,BR,1,84,0,1,Inactive
325133,JP,1,69.12,97,1,Inactive
325140,AF,1,84,1,1,Inactive
325175,CZ,1,132,0,1,Inactive
325189,BR,1,84,66,1,Inactive
325203,US,1,205.2,83,1,Inactive
325224,BR,1,187.2,115,1,Inactive
325252,GB,1,168,29,1,Inactive
325259,FR,2,444,31,2,Inactive
325266,US,1,72,31,1,Inactive
325287,US,3,158.64,450,3,Active
325294,US,1,72,2,1,Inactive
325301,CA,1,78,107,1,Inactive
325315,VN,1,132,3,1,Inactive
325336,CA,1,78,60,1,Inactive
325357,SG,1,252,53,1,Inactive
325364,VN,1,72,62,1,Inactive
325399,BR,2,84,252,2,Inactive
325406,CA,1,78,2,1,Inactive
325476,US,1,72,30,1,Inactive
325511,US,1,72,43,1,Inactive
325546,NL,1,156,29,1,Inactive
325553,US,1,72,26,1,Inactive
325567,US,1,72,0,1,Inactive
325574,US,1,450,22,1,Inactive
325581,NL,2,120,72,2,Inactive
325595,US,2,168,7,2,Inactive
325609,US,1,276.48,6,1,Inactive
325651,US,1,84,63,1,Inactive
325658,IT,1,84,29,1,Inactive
325686,US,1,663.6,21,1,Inactive
325728,JP,1,270.72,114,1,Inactive
325756,DE,1,156,2,1,Inactive
325763,MY,1,72,2,1,Inactive
325770,RU,2,192,3,2,Inactive
325791,NL,1,132,0,1,Inactive
325840,US,1,72,2,1,Inactive
325854,US,1,132,5,1,Inactive
325868,US,1,316.8,151,1,Inactive
325875,BR,1,84,91,1,Inactive
325896,US,1,72,0,1,Inactive
325910,US,1,60,22,1,Inactive
325945,US,1,1302,115,1,Inactive
325959,GB,1,144,132,1,Inactive
325966,KR,1,132,1,1,Inactive
325973,CA,2,108,84,2,Inactive
325987,IN,2,360,14,1,Inactive
326050,BR,2,120,3,2,Inactive
326092,MK,1,793.44,88,1,Inactive
326134,US,1,1140,17,1,Inactive
326141,US,1,132,0,1,Inactive
326190,AU,1,198,2,1,Inactive
326204,CA,1,78,0,1,Inactive
326211,US,1,30,102,1,Inactive
326232,US,1,798,29,1,Inactive
326246,JP,1,30,41,1,Inactive
326267,ES,1,84,10,1,Inactive
326288,RU,1,84,93,1,Inactive
326316,US,1,474,116,1,Inactive
326351,IT,1,84,0,1,Inactive
326358,US,1,474,86,1,Inactive
326372,US,1,474,41,1,Inactive
326400,BR,1,36,153,1,Active
326414,US,1,60,88,1,Inactive
326421,CA,1,96,27,1,Inactive
326442,US,1,570,54,1,Inactive
326449,SG,2,288,92,2,Inactive
326470,PE,1,72,91,1,Inactive
326477,US,1,72,1,1,Inactive
326491,RU,1,96,4,1,Inactive
326505,FR,1,72,0,1,Inactive
326512,VN,2,270,0,2,Inactive
326519,BR,1,84,89,1,Inactive
326533,GB,1,72,31,1,Inactive
326540,US,1,72,0,1,Inactive
326582,DZ,1,72,1,1,Inactive
326617,DE,1,84,1,1,Inactive
326624,US,1,72,63,1,Active
326638,US,1,474,22,1,Inactive
326645,IT,1,168,27,1,Inactive
326659,US,1,72,1,1,Inactive
326673,PL,1,390,27,1,Inactive
326680,IL,2,204,7,2,Active
326694,US,1,30,1,1,Inactive
326701,BR,1,84,0,1,Inactive
326764,US,1,90,26,1,Inactive
326778,US,1,930,22,1,Inactive
326806,JP,1,96.84,122,1,Inactive
326834,JP,1,30,120,1,Inactive
326848,UA,1,156,0,1,Inactive
326883,BR,1,84,7,1,Inactive
326897,DK,1,72,73,1,Inactive
326911,CA,1,132,5,1,Inactive
326925,CL,1,72,1,1,Inactive
326953,CH,1,96,53,1,Inactive
326981,US,1,72,1,1,Inactive
327002,DO,1,72,123,1,Active
327009,US,2,422.4,42,2,Inactive
327016,US,1,136.8,11,1,Inactive
327030,AU,1,72,2,1,Inactive
327072,NZ,1,72,12,1,Inactive
327079,RU,1,132,0,1,Inactive
327100,ES,1,468,30,1,Inactive
327114,DE,1,156,42,1,Inactive
327142,JP,1,72,4,1,Inactive
327177,US,1,72,62,1,Inactive
327191,GT,4,540,70,4,Inactive
327240,IT,1,84,2,1,Inactive
327254,US,1,72,4,1,Inactive
327261,US,1,72,2,1,Inactive
327289,US,2,240,2,2,Inactive
327296,BR,2,156,152,2,Inactive
327303,RU,1,72,0,1,Inactive
327317,IT,1,72,64,1,Active
327338,DE,1,2400,113,1,Inactive
327380,US,1,72,118,1,Inactive
327387,PT,2,120,0,2,Inactive
327408,US,2,204,0,2,Inactive
327415,US,1,72,3,1,Inactive
327485,GB,1,216,15,1,Inactive
327534,US,2,156,54,2,Inactive
327569,BR,1,84,56,1,Inactive
327646,CN,1,86.4,147,1,Active
327653,US,2,552,152,2,Active
327674,BR,1,79.8,22,1,Inactive
327695,ES,1,84,18,1,Inactive
327702,DE,1,84,31,1,Inactive
327709,DE,1,2028.24,89,1,Inactive
32771,PH,1,570,854,1,Inactive
327758,US,1,30,28,1,Inactive
327772,US,1,72,0,1,Inactive
327793,IL,1,134.4,66,1,Inactive
327807,MY,2,168,35,2,Inactive
327814,US,1,72,136,1,Inactive
327835,SE,1,252,59,1,Inactive
327849,US,1,57.6,0,1,Inactive
327898,US,1,72,151,1,Inactive
327982,VN,2,324,0,2,Inactive
327996,US,1,474,26,1,Active
328003,CN,1,96,2,1,Inactive
328031,FR,1,156,92,1,Inactive
328059,CN,1,96,1,1,Inactive
328073,RO,1,374.4,49,1,Inactive
328080,DE,1,72,125,1,Active
328094,SE,1,78,117,1,Inactive
328129,AT,1,60,0,1,Inactive
328143,US,1,72,1,1,Inactive
328199,US,1,30,0,1,Inactive
328206,AU,1,144,22,1,Inactive
328213,US,1,72,1,1,Inactive
328227,US,1,144,22,1,Inactive
328241,ES,1,3600,15,1,Inactive
328304,US,1,72,3,1,Inactive
328325,DE,2,312,30,1,Inactive
328339,GB,2,204,157,2,Active
328353,US,1,72,129,1,Active
328388,US,1,120,126,1,Active
328409,CN,1,132,86,1,Inactive
328472,BR,1,134.4,69,1,Inactive
328479,US,1,30,0,1,Inactive
328493,US,1,129.6,83,1,Inactive
328500,US,1,72,85,1,Inactive
328507,US,1,132,16,1,Inactive
328535,US,1,126,27,1,Inactive
328556,US,1,48,0,1,Inactive
328612,EE,1,84,0,1,Inactive
328717,SG,1,273.6,3,1,Inactive
328724,GB,1,524.4,139,1,Active
328738,US,1,708,26,1,Inactive
328773,VN,2,294,0,2,Inactive
328780,IN,1,72,42,1,Inactive
328892,US,3,1770,351,2,Active
328906,US,2,876,135,2,Inactive
328913,US,1,378,22,1,Inactive
328941,IN,2,318,1,2,Active
328990,CN,1,72,4,1,Inactive
328997,JP,1,102,52,1,Inactive
329130,US,1,72,0,1,Inactive
329137,MK,1,84,99,1,Active
329165,US,1,78,1,1,Inactive
329179,JP,1,204,61,1,Inactive
329270,US,1,501.12,3,1,Inactive
329326,IN,2,102,0,2,Inactive
329389,BR,1,132,1,1,Active
329396,US,1,72,0,1,Inactive
329431,IN,1,72,84,1,Inactive
329473,CN,1,72,64,1,Inactive
329501,CN,1,72,62,1,Inactive
329508,RS,1,30,92,1,Inactive
329522,UA,1,120,0,1,Active
329536,BR,1,84,27,1,Inactive
329641,BR,1,84,93,1,Inactive
329662,LK,2,2868,126,2,Inactive
329669,JP,2,244.8,148,2,Inactive
329704,US,1,115.2,59,1,Inactive
329711,AF,1,72,55,1,Inactive
329753,US,1,132,59,1,Inactive
329774,US,1,72,92,1,Inactive
329823,EG,1,72,3,1,Inactive
329830,US,2,102,39,2,Inactive
329837,US,1,30,1,1,Inactive
329844,CN,3,876,60,3,Inactive
329851,GB,1,72,26,1,Inactive
329872,US,1,72,2,1,Inactive
329970,US,1,240,27,1,Active
330019,US,1,474,73,1,Inactive
330061,US,1,474,21,1,Inactive
330075,VN,1,36,34,1,Inactive
330089,US,2,3555.6,21,2,Active
330096,US,1,132,0,1,Inactive
330124,DE,1,36,0,1,Inactive
330166,US,1,72,7,1,Inactive
330271,US,1,90,9,1,Inactive
330292,JP,1,81.24,116,1,Inactive
330383,VN,4,2055.6,339,4,Active
330404,CH,1,2008.8,15,1,Inactive
330418,PL,1,120,0,1,Inactive
330432,US,1,216.6,117,1,Inactive
330453,CO,1,72,2,1,Inactive
330565,US,1,72,0,1,Inactive
330586,US,1,570,31,1,Inactive
330607,JP,1,102,0,1,Active
330642,SK,2,204,1,2,Inactive
330719,DE,3,264,91,3,Inactive
330726,BR,1,84,28,1,Inactive
330775,US,1,379.2,112,1,Inactive
330866,US,1,192,86,1,Inactive
330894,US,1,318.6,47,1,Active
330922,DE,1,468,30,1,Inactive
330943,US,1,456,9,1,Inactive
330950,US,1,624,78,1,Inactive
330957,US,1,744,60,1,Inactive
330999,US,1,456,127,1,Inactive
331020,US,1,354,45,1,Inactive
331062,US,1,624,62,1,Inactive
331090,US,1,132,85,1,Inactive
331104,MA,1,734.16,31,1,Inactive
331125,DE,1,84,0,1,Inactive
331139,PL,1,120,124,1,Active
331153,HU,1,72,0,1,Inactive
331174,BR,1,84,113,1,Inactive
331216,US,1,955.2,24,1,Inactive
331258,NL,1,144,4,1,Inactive
331286,US,1,456,28,1,Inactive
331307,SI,1,72,1,1,Inactive
331321,US,1,624,38,1,Inactive
331433,IT,1,900,29,1,Inactive
331552,US,1,132,31,1,Active
331573,VN,1,72,126,1,Active
331594,US,4,526.8,94,4,Inactive
331615,JP,2,4192.32,98,2,Inactive
331678,US,1,955.2,24,1,Inactive
331685,JP,1,72,28,1,Inactive
331706,CA,1,744,60,1,Inactive
331713,US,1,744,24,1,Inactive
331734,US,1,744,73,1,Inactive
331755,CN,1,1482,117,1,Active
331762,KR,1,955.2,24,1,Inactive
331783,US,1,744,121,1,Inactive
331797,KR,15,15096.96,592,8,Inactive
331811,KR,1,744,17,1,Inactive
331853,US,1,1252.8,25,1,Inactive
331874,BR,1,84,55,1,Inactive
331930,CA,1,78,26,1,Inactive
331937,US,2,174,0,2,Inactive
331951,US,1,96,1,1,Inactive
331972,JP,1,1800,83,1,Inactive
331979,US,1,744,16,1,Inactive
332007,AF,4,294,209,4,Inactive
332035,VN,2,276,74,2,Inactive
332063,IT,1,30.6,96,1,Active
332119,JP,1,135.36,81,1,Inactive
332147,US,1,30,2,1,Inactive
332154,CH,1,84,6,1,Inactive
332238,ID,1,72,26,1,Inactive
332252,DE,3,276,16,3,Inactive
332301,US,1,30,0,1,Inactive
332322,US,1,72,10,1,Inactive
332350,BR,1,84,39,1,Inactive
332364,US,1,72,3,1,Inactive
332371,US,1,72,0,1,Inactive
332399,CA,2,150,82,2,Inactive
332413,VN,2,264,97,2,Inactive
332469,US,1,30,32,1,Inactive
332476,US,1,132,37,1,Inactive
332511,US,1,132,0,1,Inactive
332546,AF,1,30,126,1,Active
332616,JP,1,654.24,41,1,Inactive
332623,DE,1,72,0,1,Inactive
332693,VN,4,426,0,4,Inactive
332700,NL,1,30,71,1,Inactive
332721,US,1,72,0,1,Inactive
332728,MA,1,72,0,1,Inactive
332784,SG,2,66,0,2,Inactive
332819,DE,1,174.72,82,1,Inactive
332847,US,1,96,30,1,Inactive
332917,AU,1,132,1,1,Inactive
332938,IN,1,72,1,1,Inactive
332945,US,1,192,0,1,Active
332973,CN,3,1776,70,3,Inactive
333015,JP,1,72,83,1,Inactive
333085,AU,1,72,18,1,Inactive
333120,BR,1,84,26,1,Inactive
333253,IT,2,126,190,2,Inactive
333260,SA,1,86.4,31,1,Inactive
333281,US,1,72,56,1,Inactive
333302,US,1,504,40,1,Inactive
333316,SE,1,84,20,1,Inactive
333337,US,1,72,24,1,Inactive
333393,VN,1,72,117,1,Active
333407,US,1,72,0,1,Inactive
333428,LB,1,72,38,1,Inactive
333442,US,3,649.2,133,3,Inactive
333512,VN,1,100.8,93,1,Inactive
333561,CZ,1,30,80,1,Inactive
333575,US,1,72,56,1,Inactive
333582,DE,1,132,8,1,Inactive
333589,DE,2,462.96,119,2,Inactive
333603,US,1,132,0,1,Inactive
333631,US,2,1003.2,126,2,Inactive
333638,VN,1,144,0,1,Inactive
333673,US,1,72,0,1,Inactive
333680,GE,1,68.4,24,1,Inactive
333736,BR,1,84,56,1,Inactive
333806,CA,2,150,0,2,Inactive
333820,US,1,72,54,1,Inactive
333834,UA,1,132,1,1,Inactive
333841,NL,1,72,61,1,Inactive
333876,BR,1,36,28,1,Inactive
333890,JP,1,120,123,1,Inactive
333939,SI,1,144,90,1,Inactive
333953,BR,1,84,63,1,Inactive
333981,DE,2,192,7,2,Inactive
333995,US,1,30,0,1,Inactive
334009,DE,1,36,63,1,Inactive
334093,JP,2,957.84,138,2,Inactive
334100,VN,1,72,122,1,Inactive
334149,BH,1,78,2,1,Inactive
334156,US,1,744,29,1,Inactive
334184,IT,1,34.2,90,1,Inactive
334205,HK,1,72,9,1,Inactive
334226,JP,1,102,0,1,Inactive
334254,US,2,162,12,2,Inactive
334310,US,1,144,27,1,Inactive
334331,IL,1,144,102,1,Inactive
334338,VN,1,192,76,1,Active
334380,BR,1,84,122,1,Inactive
334422,CA,1,96,31,1,Inactive
334429,BR,1,84,26,1,Inactive
334443,JM,1,72,1,1,Inactive
334450,US,1,30,117,1,Inactive
334471,JP,2,204,28,2,Active
334527,EE,1,72,31,1,Inactive
334548,JP,1,72,29,1,Active
334562,ES,1,252,73,1,Inactive
334611,GB,3,986.4,29,3,Inactive
334632,US,1,480,22,1,Inactive
334639,US,1,72,31,1,Inactive
334660,ZA,1,132,4,1,Inactive
334681,US,1,72,1,1,Inactive
334688,TH,1,84,0,1,Inactive
334709,US,1,132,2,1,Inactive
33471,IE,1,144,1758,1,Inactive
334744,US,2,842.4,144,2,Inactive
334751,JP,1,144,116,1,Active
334758,IN,1,30,118,1,Active
334772,BR,1,84,34,1,Inactive
334779,BE,1,336,77,1,Inactive
33478,PL,1,348,1688,1,Inactive
334849,JP,2,138,188,2,Active
334884,FR,1,30,23,1,Inactive
334898,AU,1,198,0,1,Inactive
334933,EG,1,78,0,1,Active
334947,FR,1,72,33,1,Inactive
335031,PL,1,168,60,1,Active
335073,UA,1,78,0,1,Inactive
335129,FI,2,120,28,2,Inactive
335164,JM,1,72,1,1,Inactive
335248,CL,1,132,0,1,Inactive
335290,US,2,577.92,119,2,Active
335325,IN,4,336,287,4,Inactive
335381,VN,1,90,22,1,Inactive
335402,DE,1,12000,78,1,Active
335479,FR,1,132,26,1,Inactive
335486,US,1,72,20,1,Inactive
335577,US,1,239.4,0,1,Active
335612,DE,1,84,10,1,Inactive
335654,ID,1,72,2,1,Inactive
335675,PK,1,30,0,1,Inactive
335703,NL,1,156,63,1,Inactive
335738,US,1,72,112,1,Active
335752,CN,1,132,25,1,Inactive
335759,JP,1,72,65,1,Inactive
335766,CA,1,78,33,1,Inactive
335843,IT,1,156,17,1,Inactive
335850,GB,2,102,22,2,Inactive
335857,ID,1,661.2,28,1,Inactive
335864,GB,1,72,2,1,Inactive
335878,CA,1,132,2,1,Inactive
335934,BD,1,72,0,1,Inactive
335983,AU,1,198,62,1,Inactive
336018,US,1,192,60,1,Inactive
336060,AU,1,96,0,1,Inactive
336067,US,1,150.48,0,1,Inactive
336081,IN,1,72,0,1,Inactive
336095,US,2,222,4,2,Inactive
336102,US,1,72,87,1,Inactive
336116,US,1,600,39,1,Active
336130,AU,2,180,29,2,Inactive
336172,GB,1,120,2,1,Inactive
336193,US,1,72,0,1,Inactive
336298,ID,1,156,37,1,Active
336333,AF,1,244.8,99,1,Active
336382,BR,1,84,60,1,Inactive
336389,DE,1,156,0,1,Inactive
336396,IL,1,132,27,1,Inactive
336431,RU,1,72,26,1,Inactive
336522,IN,1,72,5,1,Inactive
336543,CN,1,60,62,1,Active
336550,IN,1,120,15,1,Inactive
336564,VN,1,102,6,1,Inactive
336571,JP,1,102,0,1,Active
336599,GB,1,30,0,1,Inactive
336606,GB,1,120,0,1,Inactive
336627,US,1,1104,28,1,Inactive
336690,NL,1,228,24,1,Active
336711,CA,1,78,34,1,Inactive
336725,MY,1,948,29,1,Inactive
336746,NL,1,72,8,1,Inactive
336760,CN,6,666,221,6,Active
336788,IL,2,102,56,2,Inactive
336823,NL,2,192,2,2,Inactive
336844,US,1,288,107,1,Active
336900,US,1,72,0,1,Inactive
336942,US,1,34.32,1,1,Inactive
336963,DE,1,288,58,1,Inactive
336970,JP,1,56.4,79,1,Inactive
336977,VN,1,72,0,1,Inactive
336998,CN,2,174,105,2,Inactive
337012,MA,1,696,2,1,Active
337026,RO,1,524.4,71,1,Inactive
337047,BR,1,156,0,1,Inactive
337110,GB,1,336,23,1,Inactive
